email,senha,nome,sobrenome,cep,endereco,numero,complemento,cidade,apelido cartao,pan,dataexp,cvv,cpf
renan.martins@outlook.com,a32468,Renan,Martins,482756277,Coronel Alan Souza Moreira,453,Casa,Divinópolis,VISA teste,4486335746279060,1023,360,73511626662
dante.kruger@outlook.com,6d11db,Dante,Kruger,575658542,Coronel André Gallice Rodrigues,1910,Casa,Campo Largo,VISA teste,4556404274955880,0522,477,18052156827
livia.krajuska@outlook.com,70003f,Livia,Krajuska,787657463,Presidente Sílvio da Pereira Queiroz,1387,Casa,Campo Largo,VISA teste,4019390287251450,0023,490,12808070237
thiago.meneghel@outlook.com,b38121,Thiago,Meneghel,670385127,Coronel Laura de Gil Kawasaki,1374,Ap. 159,Rio de Janeiro,VISA teste,4539254768901110,0928,249,38060247640
aline.kniss@outlook.com,b6bbe0,Aline,Kniss,556522723,Coronel Eloisa da Ameixa Cremonezi,1811,Casa,Campo Grande,VISA teste,4556465132039280,0222,467,77227841875
fernando.kovalski@gmail.com,9acd46,Fernando,Kovalski,480255683,Presidente Eduardo Yamada Martins,358,Ap. 163,Campo Largo,VISA teste,4716671510432480,1223,524,21646058130
fernando.sousa@gmail.com,d890c6,Fernando,Sousa,254874170,Coronel Fernando da Maruffa Starosta,844,Ap. 151,Vitória,VISA teste,4486389355779670,0321,106,12601507516
sandra.gallice@bol.com.br,39e191,Sandra,Gallice,375026804,Presidente José Martins Franco,396,Ap. 3,Monte Alegre do Sul,VISA teste,4532712217361770,1021,478,20131038326
emerson.shinohata@outlook.com,ec943c,Emerson,Shinohata,168438676,Marechal Eduardo Shinohata Gomes,774,Casa,Rio de Janeiro,VISA teste,4024007191244810,0725,167,58578850702
pedro.vicente@outlook.com,230e0b,Pedro,Vicente,821134030,Presidente Júlia da Schumacher Olini,1395,Casa,Porto Alegre,VISA teste,4539549301373440,0524,926,28807061524
renan.moreira@gmail.com,f8c44d,Renan,Moreira,635507814,Marechal Luis Kovalski Ameixa,605,Casa,Itapoá,VISA teste,4539509796371710,0127,965,66754055664
fernando.franco@bol.com.br,071a57,Fernando,Franco,812468412,Marechal Renan Moreira Ameixa,442,Ap. 63,Salvador,VISA teste,4929598939237880,1025,705,55404145047
elaini.calopsita@bol.com.br,0a4973,Elaini,Calopsita,665423136,Marechal Júlia Iboshi Kawasaki,620,Ap. 92,Aracaju,VISA teste,4716100188209520,0129,859,74278238346
eloisa.barreto@gmail.com,db2b3a,Eloisa,Barreto,871873440,Presidente Luna Harres Yamada,108,Casa,São Paulo,VISA teste,4916720435223130,0229,999,12726278226
ada.calopsita@outlook.com,3dfc8e,Ada,Calopsita,024058744,Presidente Livia Iboshi Ameixa,1071,Casa,Manaus,VISA teste,4929977893730280,0027,019,04527403221
roberto.campos@outlook.com,ddd853,Roberto,Campos,376871287,Presidente Eduarda da Kniss Queiroz,1017,Casa,Itapoá,VISA teste,4539334992421190,0727,324,77441363000
marcos.rodrigues@outlook.com,ba346c,Marcos,Rodrigues,447265624,Marechal Ada de Starosta Calopsita,1957,Ap. 57,Santa Maria,VISA teste,4716115458849520,0123,641,70434110448
ada.pera@bol.com.br,cd983b,Ada,Pera,455021373,Coronel Livia Andrade Moreira,663,Casa,Campo Largo,VISA teste,4929663371628010,0329,412,61600840671
renan.maruffa@outlook.com,af440d,Renan,Maruffa,135288264,Marechal Renan da Andrade Calopsita,1033,Casa,Porto Alegre,VISA teste,4916800540362070,0022,902,57636500377
andré.strozzi@bol.com.br,5a5352,André,Strozzi,176135681,Coronel Aline de Franco Pereira,863,Ap. 48,Porto Alegre,VISA teste,4916580357299100,0121,990,86013730133
thiago.sousa@outlook.com,ef76c5,Thiago,Sousa,856230674,Coronel Amapá,1775,Casa,São Paulo,VISA teste,4929655738053740,1029,596,68836502523
renan.franco@gmail.com,08a078,Renan,Franco,260782147,Presidente Guilherme Iboshi Barreto,1149,Ap. 179,Divinópolis,VISA teste,4539549533462810,0025,851,27141871140
marcus.souza@outlook.com,84aa92,Marcus,Souza,338823234,Presidente Ada Handa Kruger,520,Ap. 57,Santa Maria,VISA teste,4539759492438550,0822,915,43188168341
amadeus.meneghel@outlook.com,1172f4,Amadeus,Meneghel,067710053,Presidente Laura Gil Kovalski,1658,Ap. 193,Florianópolis,VISA teste,4532456155200530,0329,598,42821132330
fernando.harres@outlook.com,506de3,Fernando,Harres,153703182,Coronel Roberto Kawasaki Maruffa,842,Casa,Curitibanos,VISA teste,4532996297416680,1028,061,02358743778
edson.barreto@bol.com.br,83f4dd,Edson,Barreto,347766016,Marechal Thiago de Andrade Kovalski,480,Ap. 146,Divinópolis,VISA teste,4539213604016300,0426,328,27686146188
jorge.kovalski@gmail.com,42f565,Jorge,Kovalski,644083745,Presidente Denise de Olini Franco,1517,Casa,Porto Alegre,VISA teste,4556037693162230,0528,000,60426241161
marcos.meneghel@outlook.com,f1091d,Marcos,Meneghel,565836852,Coronel Luna de Meneghel Schumacher,211,Casa,Cuiabá,VISA teste,4258200517436310,0124,195,28100462126
livia.vicente@outlook.com,511216,Livia,Vicente,408213866,Presidente Amadeus Maruffa Kawasaki,977,Casa,Santa Maria,VISA teste,4067049991610140,1223,325,84417723044
eduarda.vicente@bol.com.br,48a101,Eduarda,Vicente,765381200,Marechal Alan Gil Kniss,97,Casa,Maceió,VISA teste,4539381233300110,0121,113,45271120832
elaini.yamada@bol.com.br,4a2f6f,Elaini,Yamada,518210744,Coronel Isabella da Kawasaki Dudeque,485,Ap. 126,Rio de Janeiro,VISA teste,4929226623412980,0825,437,46248815643
sandra.vicente@outlook.com,ae7842,Sandra,Vicente,202552570,Presidente Emerson Pereira Barreto,748,Casa,Divinópolis,VISA teste,4486254579323200,0828,200,23418614774
alfredo.calopsita@gmail.com,7b21fd,Alfredo,Calopsita,326222745,Coronel Rio de Janeiro,540,Ap. 46,Curitiba,VISA teste,4337152725801800,1224,356,60876228763
antonio.ameixa@bol.com.br,0bbe55,Antonio,Ameixa,876480566,Marechal Luna Franco Gallice,506,Casa,Itapoá,VISA teste,4716279875384940,1122,318,44063868775
natalie.dudeque@bol.com.br,4e54d1,Natalie,Dudeque,276725066,Presidente Isabella da Queiroz Rodrigues,954,Casa,Maceió,VISA teste,4532393873140540,0823,999,20874746507
renan.martins@bol.com.br,a32468,Renan,Martins,714632753,Coronel Jorge da Pedri Maruffa,52,Ap. 165,Campo Largo,VISA teste,4486377433348490,0929,891,48211324151
fernando.martins@bol.com.br,31b553,Fernando,Martins,835738375,Marechal Dante Kovalski Harres,1449,Ap. 143,Curitiba,VISA teste,4916422447250490,0427,009,88226841832
luna.rodrigues@gmail.com,bbd982,Luna,Rodrigues,807454333,Coronel Emerson Gil Megumi,97,Ap. 200,Cuiabá,VISA teste,4402086016124430,1128,372,11062237353
luis.kniss@outlook.com,9ccd14,Luis,Kniss,680207236,Marechal Mariana da Padovani Calopsita,140,Casa,Maceió,VISA teste,4024007139506770,1226,259,00423580570
aline.padovani@bol.com.br,b46f45,Aline,Padovani,057483786,Presidente Carolina Kniss Harres,1247,Ap. 84,Itapoá,VISA teste,4781310023877850,0126,409,74517564553
ada.gallice@gmail.com,bbc9ad,Ada,Gallice,338752117,Coronel Aline de Gallice Souza,1069,Ap. 45,Curitibanos,VISA teste,4539756187422150,0222,851,86558670640
ossian.pedri@gmail.com,48abf7,Ossian,Pedri,710500506,Coronel Eloisa da Kawasaki Andrade,736,Casa,Aracaju,VISA teste,4556423510663280,0429,693,18511336705
ada.moreira@outlook.com,ed7681,Ada,Moreira,331526535,Marechal Denise Calopsita Gil,407,Ap. 22,Porto Alegre,VISA teste,4578243813270890,0721,169,38427600180
sílvio.gomes@outlook.com,048543,Sílvio,Gomes,481620000,Coronel Luiz da Moreira Shinohata,1569,Ap. 27,Curitiba,VISA teste,4024007151043300,1127,675,35547537701
dante.megumi@gmail.com,1123d0,Dante,Megumi,446242606,Presidente Júlia Yamada Dencker,1353,Casa,Nova Serrana,VISA teste,4556984710430850,0224,401,57405137733
andré.calopsita@gmail.com,21ef52,André,Calopsita,628418530,Coronel Eloisa Krajuska Gomes,1213,Ap. 110,Cuiabá,VISA teste,4024007131178310,0121,997,40283364810
dante.gil@outlook.com,ce79f3,Dante,Gil,568467106,Coronel Mato Grosso,150,Ap. 72,Nova Serrana,VISA teste,4539759560728620,0624,727,37320858362
isabella.harres@outlook.com,dcb26c,Isabella,Harres,661781304,Marechal Luis Meneghel Gil,429,Ap. 169,Campo Largo,VISA teste,4699135716870920,0329,389,46571842454
edson.pereira@outlook.com,6bd7fe,Edson,Pereira,743482023,Marechal Fernando da Martins Shinohata,1971,Casa,Cuiabá,VISA teste,4136590117352490,1022,043,87411710721
livia.rodrigues@outlook.com,3b4ed1,Livia,Rodrigues,368141513,Presidente Ossian Olini Sousa,1230,Ap. 99,Campo Grande,VISA teste,4539236229974940,0823,582,61254414374
júlia.kruger@gmail.com,36380a,Júlia,Kruger,441306743,Presidente Ossian Strozzi Gallice,1405,Ap. 45,Monte Alegre do Sul,VISA teste,4916164751345940,0421,892,08467751625
laura.pera@outlook.com,621403,Laura,Pera,028652434,Marechal Fernando de Harres Andrade,814,Ap. 47,Curitibanos,VISA teste,4716731401638740,0329,931,52673816471
marcos.meneghel@gmail.com,f1091d,Marcos,Meneghel,812040785,Marechal André de Kovalski Gomes,423,Casa,Campo Grande,VISA teste,4929481040740780,0429,354,31464408724
livia.pereira@gmail.com,bf49cd,Livia,Pereira,343446410,Marechal Mariana da Barreto Gomes,71,Ap. 151,Campo Grande,VISA teste,4532121237103730,1225,531,66411101471
dante.queiroz@bol.com.br,ca2eb1,Dante,Queiroz,011804162,Marechal Mariana Kniss Pedri,699,Ap. 195,Campo Grande,VISA teste,4486355119969920,0421,688,05351237454
aline.kovalski@outlook.com,e91a8c,Aline,Kovalski,318068647,Marechal Natalie Moreira Krajuska,761,Casa,Palotina,VISA teste,4024007101889530,1124,269,06580625370
eduarda.harres@bol.com.br,6288bd,Eduarda,Harres,305626854,Coronel Enzo Pedri Starosta,595,Ap. 24,Curitiba,VISA teste,4429710845238190,1128,815,87854027724
laura.martins@outlook.com,b49481,Laura,Martins,227362024,Marechal Caio Calopsita Krum,158,Ap. 45,Aracaju,VISA teste,4916003080244880,0225,982,58841086817
eduardo.starosta@outlook.com,95a59d,Eduardo,Starosta,380675022,Marechal Jorge Shinohata Yamada,1340,Casa,Manaus,VISA teste,4539716309858910,0921,085,58023487014
daniel.martins@outlook.com,ce2f11,Daniel,Martins,650672517,Presidente André Pedri Starosta,1061,Casa,Aracaju,VISA teste,4556478677646070,0121,447,84413678373
guilherme.gil@outlook.com,71bdad,Guilherme,Gil,422787671,Coronel Marcos da Megumi Moreira,1298,Ap. 157,Monte Alegre do Sul,VISA teste,4579050674338020,0322,401,87284585872
emerson.pereira@outlook.com,90cbc1,Emerson,Pereira,786502032,Coronel Elaini Megumi Maruffa,1293,Ap. 4,Santa Maria,VISA teste,4581960684330620,0428,209,64223882064
denise.meneghel@outlook.com,3c007c,Denise,Meneghel,762187153,Marechal Alfredo Franco Megumi,1229,Ap. 58,Campo Largo,VISA teste,4916539406729630,0322,574,54086107721
enzo.dencker@gmail.com,3bc61e,Enzo,Dencker,781733815,Marechal Eloisa Kniss Starosta,1676,Casa,Maceió,VISA teste,4486269301017560,0824,072,43381650855
aline.souza@outlook.com,3e2e4e,Aline,Souza,378168741,Marechal Denise de Queiroz Strozzi,1194,Casa,Itapoá,VISA teste,4024007126957550,0423,107,86656228231
marcos.rodrigues@bol.com.br,ba346c,Marcos,Rodrigues,544385657,Presidente Guilherme Calopsita Lopes,439,Casa,Campo Largo,VISA teste,4916755164336010,0928,920,25065053822
edson.krajuska@gmail.com,86ddb2,Edson,Krajuska,756157804,Coronel Eduarda Strozzi Rodrigues,644,Casa,Belo Horizonte,VISA teste,4532972213364080,0823,907,64477106637
alfredo.rodrigues@gmail.com,49c176,Alfredo,Rodrigues,127618881,Presidente Marcos Moreira Moreira,1963,Casa,Campo Largo,VISA teste,4916440977439020,0421,290,21642018784
mariana.yamada@outlook.com,49d0e6,Mariana,Yamada,074540322,Coronel Marcos Padovani Souza,1007,Ap. 105,Campo Largo,VISA teste,4716167646729370,0627,032,41514608587
sandra.olini@bol.com.br,c0cc22,Sandra,Olini,520378248,Presidente Livia da Dencker Moreira,1828,Casa,Campo Largo,VISA teste,4929389011052960,0628,894,31648876871
maria.yamada@bol.com.br,236749,Maria,Yamada,226320477,Presidente Laura Pera Moreira,1089,Ap. 115,Salvador,VISA teste,4929555701527310,1029,708,65123142588
aline.padovani@outlook.com,b46f45,Aline,Padovani,253674373,Presidente Roberto Megumi Maruffa,1758,Casa,Curitibanos,VISA teste,4929561553421690,0125,252,23020210417
renan.shinohata@gmail.com,2b5227,Renan,Shinohata,624881520,Presidente Eloisa da Iboshi Andrade,1857,Casa,Salvador,VISA teste,4929128824843300,0622,883,46372415564
carolina.kruger@outlook.com,7999d2,Carolina,Kruger,650083240,Marechal Marcos Kovalski Schumacher,355,Ap. 18,Salvador,VISA teste,4486909048515210,0822,577,56624547472
amadeus.gallice@gmail.com,67a9b2,Amadeus,Gallice,761045766,Marechal Dante Ameixa Olini,1462,Ap. 85,Aracaju,VISA teste,4556391989095560,0725,401,20488027351
emerson.dencker@outlook.com,966c5c,Emerson,Dencker,538504276,Marechal Laura da Cremonezi Starosta,1017,Ap. 109,Belo Horizonte,VISA teste,4556419037983880,0229,039,14800542352
luna.rodrigues@bol.com.br,bbd982,Luna,Rodrigues,107883705,Coronel Eduarda Gallice Maruffa,835,Casa,Curitibanos,VISA teste,4539209308460030,0225,590,87018810753
luis.handa@gmail.com,286815,Luis,Handa,680288826,Marechal São Paulo,1996,Ap. 76,Nova Serrana,VISA teste,4556135843463770,0628,642,28712644762
dante.dudeque@bol.com.br,88585d,Dante,Dudeque,026135247,Coronel Mato Grosso,1820,Casa,Monte Alegre do Sul,VISA teste,4532805388852990,1123,824,12518051180
luiz.meneghel@gmail.com,e4e36e,Luiz,Meneghel,567552331,Marechal Minas Gerais,6,Ap. 137,Palotina,VISA teste,4024007145163960,0726,898,25200028210
edson.martins@outlook.com,107545,Edson,Martins,312600060,Coronel Isabella Sousa Franco,1464,Ap. 194,Belém,VISA teste,4024007119311470,0027,782,43062885015
thiago.meneghel@gmail.com,b38121,Thiago,Meneghel,341407321,Coronel Bahia,1831,Casa,Campo Largo,VISA teste,4532418903609460,0226,849,54218645687
emerson.meneghel@outlook.com,41aada,Emerson,Meneghel,642227780,Coronel Mariana Martins Campos,1859,Ap. 2,Nova Serrana,VISA teste,4766139766031480,0021,026,08641743187
eduardo.krajuska@outlook.com,afc633,Eduardo,Krajuska,155365334,Coronel Ada Krum Megumi,406,Casa,Campo Largo,VISA teste,4486949739450090,1229,725,56116548254
eduarda.handa@bol.com.br,78497a,Eduarda,Handa,666347722,Marechal Dante Franco Gomes,647,Casa,Manaus,VISA teste,4539099243524730,0626,292,40443581372
júlia.padovani@outlook.com,dd9e43,Júlia,Padovani,513165150,Presidente Alan Olini Meneghel,1962,Ap. 147,Campo Largo,VISA teste,4513078724610020,0022,156,60140283004
marcus.vicente@outlook.com,c2b9ce,Marcus,Vicente,520143150,Marechal André da Olini Krum,798,Ap. 36,Porto Alegre,VISA teste,4024007158312380,0628,798,24047335681
alfredo.pedri@outlook.com,94d4c0,Alfredo,Pedri,622480303,Marechal Sandra da Handa Maruffa,990,Ap. 15,Rio de Janeiro,VISA teste,4929753958762840,0624,967,25732187512
aline.iboshi@outlook.com,2f232e,Aline,Iboshi,120377611,Coronel Eduardo da Kniss Iboshi,1451,Casa,Florianópolis,VISA teste,4916766532286650,1124,298,53518460022
luiz.krum@outlook.com,20af9d,Luiz,Krum,155677875,Marechal Enzo Sousa Dencker,794,Casa,Campo Largo,VISA teste,4539792462669680,1122,702,45042571750
natalie.maruffa@gmail.com,326111,Natalie,Maruffa,070205513,Presidente Sílvio Kawasaki Dencker,1457,Casa,São Paulo,VISA teste,4539326133603280,0321,972,12761655343
antonio.gallice@outlook.com,d99063,Antonio,Gallice,430544386,Presidente Amadeus Harres Cremonezi,126,Casa,Manaus,VISA teste,4716307865365860,0828,647,27753422158
silvana.campos@outlook.com,8d84e6,Silvana,Campos,565703288,Marechal Bahia,294,Casa,Campo Grande,VISA teste,4532343468268130,0828,953,06177207127
renan.kawasaki@outlook.com,b55e8c,Renan,Kawasaki,770236176,Presidente Maria Schumacher Handa,1036,Casa,Itapoá,VISA teste,4916588153519180,0921,834,27447336840
ossian.campos@gmail.com,338b7a,Ossian,Campos,450510318,Presidente Sandra Pera Calopsita,170,Ap. 39,Belém,VISA teste,4530225997275450,0827,408,34033703667
ossian.starosta@gmail.com,bdd8df,Ossian,Starosta,205471015,Coronel Pedro da Yamada Harres,1035,Ap. 157,Vitória,VISA teste,4486513651972860,0427,022,43582542001
silvana.harres@bol.com.br,9a3301,Silvana,Harres,748383601,Coronel Eduarda Maruffa Yamada,1075,Ap. 148,Curitibanos,VISA teste,4556577580303380,0924,381,45431248756
natalie.calopsita@outlook.com,32cffa,Natalie,Calopsita,654151587,Coronel Denise Sousa Olini,515,Casa,Itapoá,VISA teste,4716318506019630,0328,581,03753304027
ossian.moreira@outlook.com,716757,Ossian,Moreira,113018664,Presidente Amazonas,1081,Ap. 90,Rio de Janeiro,VISA teste,4929053032351330,1125,452,80886281576
daniel.queiroz@gmail.com,ee8028,Daniel,Queiroz,167213431,Presidente Denise Souza Olini,609,Casa,Porto Alegre,VISA teste,4532648037479220,0024,161,70420768240
livia.gil@outlook.com,c5e955,Livia,Gil,874247083,Coronel José da Franco Ameixa,1200,Casa,Divinópolis,VISA teste,4486706066943050,0823,619,43482738503
josé.ameixa@bol.com.br,0117d1,José,Ameixa,054646113,Marechal Marcos Cremonezi Yamada,1731,Casa,Divinópolis,VISA teste,4465457452655770,0228,570,28427401316
maria.yamada@outlook.com,236749,Maria,Yamada,181800613,Coronel Mariana da Kovalski Iboshi,1141,Ap. 22,Santa Maria,VISA teste,4716317912195790,0327,688,74164010361
alfredo.krajuska@gmail.com,65c596,Alfredo,Krajuska,827767436,Marechal Denise Franco Cremonezi,795,Casa,Porto Alegre,VISA teste,4550433048684670,0926,501,25623431857
laura.gomes@bol.com.br,2892bf,Laura,Gomes,061831208,Coronel Daniel Gil Moreira,1311,Casa,Maceió,VISA teste,4532199166859500,0829,227,34223102577
marcos.franco@outlook.com,2a800e,Marcos,Franco,307365287,Marechal Elaini Handa Ameixa,671,Ap. 82,Manaus,VISA teste,4556004022445500,1228,177,05705307300
natalie.kruger@bol.com.br,c89c0e,Natalie,Kruger,203150407,Presidente Emerson Dencker Handa,857,Ap. 21,Belo Horizonte,VISA teste,4916089799915910,0228,064,71783055010
carolina.gil@outlook.com,dd0041,Carolina,Gil,353201781,Marechal Caio de Krum Shinohata,1899,Casa,Palotina,VISA teste,4539022446211750,0626,211,84551478777
aline.strozzi@gmail.com,a47d26,Aline,Strozzi,883467700,Coronel Emerson da Calopsita Schumacher,222,Casa,Porto Seguro,VISA teste,4716228621883990,1224,424,12720300783
luna.dudeque@outlook.com,41899c,Luna,Dudeque,448314008,Presidente Paraná,86,Casa,Curitiba,VISA teste,4024007104420230,0624,718,25302665153
sandra.kniss@outlook.com,215a6b,Sandra,Kniss,480760107,Marechal Sandra Kniss Gomes,1627,Ap. 7,Curitibanos,VISA teste,4916765637865620,0824,068,03378121117
alfredo.ameixa@outlook.com,47567a,Alfredo,Ameixa,273828682,Coronel Alan de Rodrigues Gil,1104,Ap. 143,Belo Horizonte,VISA teste,4556231121792610,0127,625,80026702570
emerson.gil@outlook.com,e3dc52,Emerson,Gil,524481232,Marechal Jorge Pedri Shinohata,1489,Ap. 23,Salvador,VISA teste,4916165452247200,0926,553,55445407536
jorge.vicente@outlook.com,d9488c,Jorge,Vicente,044003706,Coronel Enzo Meneghel Rodrigues,558,Casa,Santa Maria,VISA teste,4916744532200390,0924,736,38572035706
natalie.rodrigues@bol.com.br,fa140a,Natalie,Rodrigues,814147665,Coronel Dante Kniss Dencker,1266,Casa,Florianópolis,VISA teste,4539639526921930,1228,891,13675068341
caio.kawasaki@outlook.com,8bc540,Caio,Kawasaki,811572671,Coronel Amapá,134,Casa,Nova Serrana,VISA teste,4556377872499920,1125,589,36106243862
isabella.queiroz@gmail.com,70597a,Isabella,Queiroz,013587830,Coronel Maria Gallice Strozzi,917,Ap. 129,Belo Horizonte,VISA teste,4716399864871650,0528,324,85568000722
roberto.handa@gmail.com,10d82f,Roberto,Handa,600100206,Marechal Pedro da Vicente Andrade,1411,Ap. 189,Porto Alegre,VISA teste,4716803163124350,0629,504,73833242645
sandra.lopes@outlook.com,d6e128,Sandra,Lopes,162851305,Presidente Antonio Sousa Shinohata,1124,Casa,Curitiba,VISA teste,4539496529096240,0826,926,56116662676
roberto.starosta@bol.com.br,786f6e,Roberto,Starosta,731467448,Marechal São Paulo,797,Ap. 40,Monte Alegre do Sul,VISA teste,4539298803714510,0426,449,05561576836
denise.moreira@outlook.com,ee5cc5,Denise,Moreira,852510405,Coronel André de Ameixa Meneghel,1897,Casa,Cuiabá,VISA teste,4556564373590180,1221,615,54158037603
edson.queiroz@outlook.com,23afc8,Edson,Queiroz,301040814,Coronel José Andrade Pereira,1819,Ap. 14,São Paulo,VISA teste,4024007165540140,1128,109,11840272144
elaini.krum@outlook.com,86401d,Elaini,Krum,884784220,Coronel Denise Kruger Souza,1378,Ap. 91,Rio de Janeiro,VISA teste,4539263384469140,0621,299,03557644321
carolina.barreto@outlook.com,26c750,Carolina,Barreto,200321377,Presidente Marcos Meneghel Lopes,1848,Ap. 115,Manaus,VISA teste,4589028929679630,0822,071,37176487408
enzo.pera@bol.com.br,2435ff,Enzo,Pera,834707705,Presidente Natalie da Meneghel Dudeque,828,Casa,Manaus,VISA teste,4929677239874960,0027,447,27561436024
isabella.pera@bol.com.br,8475eb,Isabella,Pera,080354807,Presidente Silvana Pereira Andrade,1423,Ap. 15,Curitiba,VISA teste,4486780755823690,0127,969,18438116355
fernando.olini@outlook.com,518811,Fernando,Olini,230411648,Presidente José Dencker Shinohata,1907,Casa,Salvador,VISA teste,4539847304195590,0828,651,63818615345
sílvio.franco@bol.com.br,402b19,Sílvio,Franco,710671861,Presidente Amadeus Schumacher Starosta,1939,Casa,Rio de Janeiro,VISA teste,4486057897382340,1124,135,66688174772
renan.ameixa@gmail.com,b1726b,Renan,Ameixa,527835874,Marechal Amadeus de Kawasaki Gil,1195,Ap. 68,Manaus,VISA teste,4532914637475750,0423,422,35261338572
luiz.strozzi@outlook.com,30986e,Luiz,Strozzi,253883580,Coronel Alagoas,388,Ap. 121,Belém,VISA teste,4916397186752890,0424,653,83063741188
alfredo.rodrigues@bol.com.br,49c176,Alfredo,Rodrigues,486728132,Marechal Guilherme da Schumacher Lopes,1162,Ap. 85,Monte Alegre do Sul,VISA teste,4539649002329560,0827,196,47712064584
fernando.schumacher@bol.com.br,9c8651,Fernando,Schumacher,522574768,Coronel Elaini da Andrade Moreira,679,Casa,Santa Maria,VISA teste,4515294442515860,0825,423,44478516835
sílvio.krajuska@outlook.com,a97239,Sílvio,Krajuska,075483555,Coronel José Iboshi Queiroz,1317,Casa,Maceió,VISA teste,4539712379736940,0121,682,34766035518
silvana.iboshi@gmail.com,fdaea0,Silvana,Iboshi,633154487,Marechal Luis de Kruger Olini,1962,Ap. 130,Monte Alegre do Sul,VISA teste,4864842467199410,0925,079,77887533718
daniel.calopsita@outlook.com,455171,Daniel,Calopsita,861247438,Presidente Luis Kruger Starosta,17,Ap. 181,Maceió,VISA teste,4539841789644720,1021,108,08645083460
carolina.gil@bol.com.br,dd0041,Carolina,Gil,856067165,Coronel Alagoas,1853,Ap. 41,Campo Largo,VISA teste,4916983411803450,1127,318,45733812243
jorge.schumacher@outlook.com,7e0a86,Jorge,Schumacher,140136802,Marechal Denise Pedri Shinohata,1186,Casa,Curitiba,VISA teste,4716150074491400,0622,772,13064785208
emerson.andrade@gmail.com,609986,Emerson,Andrade,851332851,Coronel Mariana Harres Handa,1772,Casa,Aracaju,VISA teste,4916153232561320,0723,014,65061467482
ada.souza@outlook.com,12b1de,Ada,Souza,174440824,Presidente Elaini Queiroz Shinohata,1028,Ap. 136,Monte Alegre do Sul,VISA teste,4237246317629750,0922,818,52846442004
carolina.moreira@outlook.com,437b85,Carolina,Moreira,165000664,Coronel Minas Gerais,1944,Casa,Divinópolis,VISA teste,4716335416761760,1128,366,60483415758
sandra.iboshi@outlook.com,781d41,Sandra,Iboshi,350322520,Coronel Luiz da Krajuska Ameixa,253,Casa,Vitória,VISA teste,4929634688846890,0728,809,56284085357
aline.krajuska@outlook.com,b5bf02,Aline,Krajuska,583503854,Coronel Marcos da Rodrigues Yamada,1271,Casa,Belém,VISA teste,4532737732437630,0728,994,15846167315
isabella.dudeque@bol.com.br,5d70c3,Isabella,Dudeque,518886787,Presidente Natalie Rodrigues Pera,1556,Ap. 32,Florianópolis,VISA teste,4916448327040010,1228,702,74720683232
natalie.queiroz@outlook.com,ff7a36,Natalie,Queiroz,107261613,Marechal Eloisa Franco Olini,915,Ap. 68,São Paulo,VISA teste,4539898099796060,0922,878,27546060337
caio.campos@outlook.com,6ecef2,Caio,Campos,206628080,Presidente Natalie da Martins Barreto,300,Casa,Itapoá,VISA teste,4716016680746930,0722,895,08228465320
amadeus.schumacher@outlook.com,6b0329,Amadeus,Schumacher,347108221,Marechal Luiz da Vicente Yamada,388,Ap. 21,Vitória,VISA teste,4024007178431170,0927,878,88010726533
andré.shinohata@gmail.com,fce0ed,André,Shinohata,378007322,Marechal Júlia Kovalski Rodrigues,1708,Ap. 76,Rio de Janeiro,VISA teste,4486866553151210,0423,387,81617722147
marcos.maruffa@outlook.com,e9ccb8,Marcos,Maruffa,226566303,Coronel Pedro de Gil Barreto,1793,Ap. 91,Manaus,VISA teste,4486444492531860,0524,152,73312183805
sandra.krajuska@bol.com.br,a4e2ca,Sandra,Krajuska,037768772,Presidente Júlia Meneghel Campos,1250,Ap. 106,Divinópolis,VISA teste,4486627655170010,0823,339,05732713440
maria.krum@outlook.com,801fd5,Maria,Krum,846532337,Presidente Sandra Pereira Kniss,923,Casa,Curitibanos,VISA teste,4716822245456110,0723,864,67880465411
fernando.handa@outlook.com,58faf9,Fernando,Handa,855444304,Marechal Rio Grande do Sul,909,Casa,Santa Maria,VISA teste,4024007178474140,0821,044,72426546730
antonio.martins@outlook.com,2e870e,Antonio,Martins,041332710,Marechal Caio da Harres Moreira,1734,Ap. 129,Cuiabá,VISA teste,4024007155335060,0128,425,53221756551
caio.kawasaki@outlook.com,8bc540,Caio,Kawasaki,620352886,Marechal Isabella da Kruger Yamada,366,Ap. 126,Nova Serrana,VISA teste,4539797539881140,0122,796,25315326788
antonio.lopes@outlook.com,75f9e8,Antonio,Lopes,444523268,Coronel Enzo da Strozzi Krum,1489,Casa,Itapoá,VISA teste,4916057481805320,0925,086,01041762628
caio.kawasaki@outlook.com,8bc540,Caio,Kawasaki,603824048,Coronel Luiz da Strozzi Calopsita,975,Casa,São Paulo,VISA teste,4532508035959260,0328,486,73176753017
luna.cremonezi@outlook.com,7073bb,Luna,Cremonezi,466187647,Presidente Amadeus Krajuska Megumi,387,Casa,Santa Maria,VISA teste,4929143785193420,1029,778,14313144784
marcos.dencker@gmail.com,08d6cc,Marcos,Dencker,445864464,Marechal Dante de Campos Dencker,432,Casa,Salvador,VISA teste,4916292813292680,0129,706,80606081652
isabella.shinohata@gmail.com,c22bac,Isabella,Shinohata,782321216,Coronel Rio Grande do Sul,1432,Casa,Manaus,VISA teste,4237755949889410,0823,557,28481105624
